-4.00000000e+01  1.55683622e+03 -4.00000000e+01  7.71682755e-01 -4.00000000e+01  3.89286224e+03 
-3.50000000e+01  1.55681999e+03 -3.50000000e+01  7.63178963e-01 -3.50000000e+01  3.89281316e+03 
-3.00000000e+01  1.55680302e+03 -3.00000000e+01  7.54532667e-01 -3.00000000e+01  3.89276208e+03 
-2.50000000e+01  1.55678635e+03 -2.50000000e+01  7.45916762e-01 -2.50000000e+01  3.89271179e+03 
-2.00000000e+01  1.55676965e+03 -2.00000000e+01  7.37275268e-01 -2.00000000e+01  3.89266139e+03 
-1.50000000e+01  1.55675290e+03 -1.50000000e+01  7.28608250e-01 -1.50000000e+01  3.89261087e+03 
-1.00000000e+01  1.55673612e+03 -1.00000000e+01  7.19916193e-01 -1.00000000e+01  3.89256022e+03 
-5.00000000e+00  1.55671931e+03 -5.00000000e+00  7.11199575e-01 -5.00000000e+00  3.89250946e+03 
 0.00000000e+00  1.55670245e+03  0.00000000e+00  7.02458853e-01  0.00000000e+00  3.89245859e+03 
 5.00000000e+00  1.55668556e+03  5.00000000e+00  6.93694469e-01  5.00000000e+00  3.89240759e+03 
 1.00000000e+01  1.55666863e+03  1.00000000e+01  6.84906848e-01  1.00000000e+01  3.89235647e+03 
 1.50000000e+01  1.55665165e+03  1.50000000e+01  6.76096401e-01  1.50000000e+01  3.89230522e+03 
 2.00000000e+01  1.55663461e+03  2.00000000e+01  6.67263523e-01  2.00000000e+01  3.89225380e+03 
 2.50000000e+01  1.55661750e+03  2.50000000e+01  6.58408597e-01  2.50000000e+01  3.89220215e+03 
 3.00000000e+01  1.55660024e+03  3.00000000e+01  6.49531994e-01  3.00000000e+01  3.89215014e+03 
 3.50000000e+01  1.55658276e+03  3.50000000e+01  6.40634070e-01  3.50000000e+01  3.89209752e+03 
 4.00000000e+01  1.55656484e+03  4.00000000e+01  6.31715172e-01  4.00000000e+01  3.89204381e+03 
 4.50000000e+01  1.55654613e+03  4.50000000e+01  6.22775634e-01  4.50000000e+01  3.89198809e+03 
 5.00000000e+01  1.55652595e+03  5.00000000e+01  6.13815781e-01  5.00000000e+01  3.89192869e+03 
 5.50000000e+01  1.55650310e+03  5.50000000e+01  6.04835927e-01  5.50000000e+01  3.89186259e+03 
 6.00000000e+01  1.55647545e+03  6.00000000e+01  5.95836378e-01  6.00000000e+01  3.89178447e+03 
 6.50000000e+01  1.55643930e+03  6.50000000e+01  5.86817427e-01  6.50000000e+01  3.89168507e+03 
 7.00000000e+01  1.55638834e+03  7.00000000e+01  5.77779364e-01  7.00000000e+01  3.89154863e+03 
 7.50000000e+01  1.55631197e+03  7.50000000e+01  5.68722465e-01  7.50000000e+01  3.89134865e+03 
 8.00000000e+01  1.55619268e+03  8.00000000e+01  5.59647003e-01  8.00000000e+01  3.89104134e+03 
 8.50000000e+01  1.55600195e+03  8.50000000e+01  5.50553238e-01  8.50000000e+01  3.89055542e+03 
 9.00000000e+01  1.55569400e+03  9.00000000e+01  5.41441428e-01  9.00000000e+01  3.88977643e+03 
 9.50000000e+01  1.55519636e+03  9.50000000e+01  5.32311820e-01  9.50000000e+01  3.88852322e+03 
 1.00000000e+02  1.55439587e+03  1.00000000e+02  5.23164657e-01  1.00000000e+02  3.88651284e+03 
 1.05000000e+02  1.55311807e+03  1.05000000e+02  5.14000174e-01  1.05000000e+02  3.88330919e+03 
 1.10000000e+02  1.55109760e+03  1.10000000e+02  5.04818601e-01  1.10000000e+02  3.87824882e+03 
 1.15000000e+02  1.54793606e+03  1.15000000e+02  4.95620161e-01  1.15000000e+02  3.87033577e+03 
 1.20000000e+02  1.54304356e+03  1.20000000e+02  4.86405072e-01  1.20000000e+02  3.85809530e+03 
 1.25000000e+02  1.53555950e+03  1.25000000e+02  4.77173548e-01  1.25000000e+02  3.83937591e+03 
